x,z,elevation
433.67,841.84,101.34
484.69,841.84,101.54
535.71,841.84,101.71
586.73,841.84,101.82
637.76,841.84,101.89
688.78,841.84,101.91
739.8,841.84,101.87
790.82,841.84,101.8
841.84,841.84,101.68
892.86,841.84,101.51
943.88,841.84,101.31
994.9,841.84,101.07
1045.92,841.84,100.81
1096.94,841.84,100.51
1147.96,841.84,100.2
1198.98,841.84,99.88
1250.0,841.84,99.55
-1250.0,892.86,96.79
-1198.98,892.86,96.46
-1147.96,892.86,96.14
-1096.94,892.86,95.83
-1045.92,892.86,95.54
-994.9,892.86,95.27
-943.88,892.86,95.03
-892.86,892.86,94.83
-841.84,892.86,94.67
-790.82,892.86,94.54
-739.8,892.86,94.47
-688.78,892.86,94.43
-637.76,892.86,94.45
-586.73,892.86,94.52
-535.71,892.86,94.63
-484.69,892.86,94.8
-433.67,892.86,95.0
-382.65,892.86,95.26
-331.63,892.86,95.55
-280.61,892.86,95.87
-229.59,892.86,96.23
-178.57,892.86,96.62
-127.55,892.86,97.02
-76.53,892.86,97.44
-25.51,892.86,97.87
25.51,892.86,98.31
76.53,892.86,98.74
127.55,892.86,99.16
178.57,892.86,99.56
229.59,892.86,99.95
280.61,892.86,100.31
331.63,892.86,100.63
382.65,892.86,100.92
433.67,892.86,101.17
484.69,892.86,101.38
535.71,892.86,101.55
586.73,892.86,101.66
637.76,892.86,101.73
688.78,892.86,101.74
739.8,892.86,101.71
790.82,892.86,101.64
841.84,892.86,101.51
892.86,892.86,101.35
943.88,892.86,101.15
994.9,892.86,100.91
1045.92,892.86,100.64
1096.94,892.86,100.35
1147.96,892.86,100.04
1198.98,892.86,99.72
1250.0,892.86,99.39
-1250.0,943.88,96.64
-1198.98,943.88,96.31
-1147.96,943.88,95.99
-1096.94,943.88,95.68
-1045.92,943.88,95.38
-994.9,943.88,95.12
-943.88,943.88,94.88
-892.86,943.88,94.68
-841.84,943.88,94.51
-790.82,943.88,94.39
-739.8,943.88,94.31
-688.78,943.88,94.28
-637.76,943.88,94.3
-586.73,943.88,94.37
-535.71,943.88,94.48
-484.69,943.88,94.65
-433.67,943.88,94.85
-382.65,943.88,95.1
-331.63,943.88,95.39
-280.61,943.88,95.72
-229.59,943.88,96.08
-178.57,943.88,96.46
-127.55,943.88,96.87
-76.53,943.88,97.29
-25.51,943.88,97.72
25.51,943.88,98.16
76.53,943.88,98.59
127.55,943.88,99.01
178.57,943.88,99.41
229.59,943.88,99.8
280.61,943.88,100.16
331.63,943.88,100.48
382.65,943.88,100.77
433.67,943.88,101.02
484.69,943.88,101.23
535.71,943.88,101.39
586.73,943.88,101.51
637.76,943.88,101.58
688.78,943.88,101.59
739.8,943.88,101.56
790.82,943.88,101.49
841.84,943.88,101.36
892.86,943.88,101.2
943.88,943.88,101.0
994.9,943.88,100.76
1045.92,943.88,100.49
1096.94,943.88,100.2
1147.96,943.88,99.89
1198.98,943.88,99.57
1250.0,943.88,99.24
-1250.0,994.9,96.5
-1198.98,994.9,96.17
-1147.96,994.9,95.85
-1096.94,994.9,95.54
-1045.92,994.9,95.25
-994.9,994.9,94.98
-943.88,994.9,94.74
-892.86,994.9,94.54
-841.84,994.9,94.38
-790.82,994.9,94.25
-739.8,994.9,94.18
-688.78,994.9,94.15
-637.76,994.9,94.16
-586.73,994.9,94.23
-535.71,994.9,94.34
-484.69,994.9,94.51
-433.67,994.9,94.71
-382.65,994.9,94.97
-331.63,994.9,95.26
-280.61,994.9,95.58
-229.59,994.9,95.94
-178.57,994.9,96.33
-127.55,994.9,96.73
-76.53,994.9,97.15
-25.51,994.9,97.58
25.51,994.9,98.02
76.53,994.9,98.45
127.55,994.9,98.87
178.57,994.9,99.27
229.59,994.9,99.66
280.61,994.9,100.02
331.63,994.9,100.34
382.65,994.9,100.63
433.67,994.9,100.89
484.69,994.9,101.09
535.71,994.9,101.26
586.73,994.9,101.37
637.76,994.9,101.44
688.78,994.9,101.45
739.8,994.9,101.42
790.82,994.9,101.35
841.84,994.9,101.22
892.86,994.9,101.06
943.88,994.9,100.86
994.9,994.9,100.62
1045.92,994.9,100.35
1096.94,994.9,100.06
1147.96,994.9,99.75
1198.98,994.9,99.43
1250.0,994.9,99.1
-1250.0,1045.92,96.38
-1198.98,1045.92,96.05
-1147.96,1045.92,95.72
-1096.94,1045.92,95.41
-1045.92,1045.92,95.12
-994.9,1045.92,94.86
-943.88,1045.92,94.62
-892.86,1045.92,94.42
-841.84,1045.92,94.25
-790.82,1045.92,94.13
-739.8,1045.92,94.05
-688.78,1045.92,94.02
-637.76,1045.92,94.04
-586.73,1045.92,94.11
-535.71,1045.92,94.22
-484.69,1045.92,94.38
-433.67,1045.92,94.59
-382.65,1045.92,94.84
-331.63,1045.92,95.13
-280.61,1045.92,95.46
-229.59,1045.92,95.82
-178.57,1045.92,96.2
-127.55,1045.92,96.61
-76.53,1045.92,97.03
-25.51,1045.92,97.46
25.51,1045.92,97.89
76.53,1045.92,98.32
127.55,1045.92,98.75
178.57,1045.92,99.15
229.59,1045.92,99.54
280.61,1045.92,99.89
331.63,1045.92,100.22
382.65,1045.92,100.51
433.67,1045.92,100.76
484.69,1045.92,100.97
535.71,1045.92,101.13
586.73,1045.92,101.25
637.76,1045.92,101.31
688.78,1045.92,101.33
739.8,1045.92,101.3
790.82,1045.92,101.22
841.84,1045.92,101.1
892.86,1045.92,100.94
943.88,1045.92,100.74
994.9,1045.92,100.5
1045.92,1045.92,100.23
1096.94,1045.92,99.94
1147.96,1045.92,99.63
1198.98,1045.92,99.31
1250.0,1045.92,98.98
-1250.0,1096.94,96.27
-1198.98,1096.94,95.94
-1147.96,1096.94,95.62
-1096.94,1096.94,95.31
-1045.92,1096.94,95.02
-994.9,1096.94,94.75
-943.88,1096.94,94.51
-892.86,1096.94,94.31
-841.84,1096.94,94.15
-790.82,1096.94,94.03
-739.8,1096.94,93.95
-688.78,1096.94,93.92
-637.76,1096.94,93.94
-586.73,1096.94,94.0
-535.71,1096.94,94.12
-484.69,1096.94,94.28
-433.67,1096.94,94.49
-382.65,1096.94,94.74
-331.63,1096.94,95.03
-280.61,1096.94,95.36
-229.59,1096.94,95.71
-178.57,1096.94,96.1
-127.55,1096.94,96.5
-76.53,1096.94,96.93
-25.51,1096.94,97.36
25.51,1096.94,97.79
76.53,1096.94,98.22
127.55,1096.94,98.64
178.57,1096.94,99.05
229.59,1096.94,99.43
280.61,1096.94,99.79
331.63,1096.94,100.12
382.65,1096.94,100.41
433.67,1096.94,100.66
484.69,1096.94,100.87
535.71,1096.94,101.03
586.73,1096.94,101.14
637.76,1096.94,101.21
688.78,1096.94,101.23
739.8,1096.94,101.2
790.82,1096.94,101.12
841.84,1096.94,101.0
892.86,1096.94,100.83
943.88,1096.94,100.63
994.9,1096.94,100.39
1045.92,1096.94,100.13
1096.94,1096.94,99.84
1147.96,1096.94,99.53
1198.98,1096.94,99.2
1250.0,1096.94,98.87
-1250.0,1147.96,96.19
-1198.98,1147.96,95.86
-1147.96,1147.96,95.53
-1096.94,1147.96,95.22
-1045.92,1147.96,94.93
-994.9,1147.96,94.67
-943.88,1147.96,94.43
-892.86,1147.96,94.23
-841.84,1147.96,94.06
-790.82,1147.96,93.94
-739.8,1147.96,93.86
-688.78,1147.96,93.83
-637.76,1147.96,93.85
-586.73,1147.96,93.92
-535.71,1147.96,94.03
-484.69,1147.96,94.19
-433.67,1147.96,94.4
-382.65,1147.96,94.65
-331.63,1147.96,94.94
-280.61,1147.96,95.27
-229.59,1147.96,95.63
-178.57,1147.96,96.01
-127.55,1147.96,96.42
-76.53,1147.96,96.84
-25.51,1147.96,97.27
25.51,1147.96,97.7
76.53,1147.96,98.13
127.55,1147.96,98.55
178.57,1147.96,98.96
229.59,1147.96,99.35
280.61,1147.96,99.7
331.63,1147.96,100.03
382.65,1147.96,100.32
433.67,1147.96,100.57
484.69,1147.96,100.78
535.71,1147.96,100.94
586.73,1147.96,101.06
637.76,1147.96,101.12
688.78,1147.96,101.14
739.8,1147.96,101.11
790.82,1147.96,101.03
841.84,1147.96,100.91
892.86,1147.96,100.75
943.88,1147.96,100.54
994.9,1147.96,100.31
1045.92,1147.96,100.04
1096.94,1147.96,99.75
1147.96,1147.96,99.44
1198.98,1147.96,99.12
1250.0,1147.96,98.79
-1250.0,1198.98,96.12
-1198.98,1198.98,95.79
-1147.96,1198.98,95.47
-1096.94,1198.98,95.16
-1045.92,1198.98,94.87
-994.9,1198.98,94.6
-943.88,1198.98,94.36
-892.86,1198.98,94.16
-841.84,1198.98,94.0
-790.82,1198.98,93.88
-739.8,1198.98,93.8
-688.78,1198.98,93.77
-637.76,1198.98,93.79
-586.73,1198.98,93.85
-535.71,1198.98,93.97
-484.69,1198.98,94.13
-433.67,1198.98,94.34
-382.65,1198.98,94.59
-331.63,1198.98,94.88
-280.61,1198.98,95.21
-229.59,1198.98,95.56
-178.57,1198.98,95.95
-127.55,1198.98,96.35
-76.53,1198.98,96.78
-25.51,1198.98,97.21
25.51,1198.98,97.64
76.53,1198.98,98.07
127.55,1198.98,98.49
178.57,1198.98,98.9
229.59,1198.98,99.28
280.61,1198.98,99.64
331.63,1198.98,99.97
382.65,1198.98,100.26
433.67,1198.98,100.51
484.69,1198.98,100.72
535.71,1198.98,100.88
586.73,1198.98,100.99
637.76,1198.98,101.06
688.78,1198.98,101.08
739.8,1198.98,101.05
790.82,1198.98,100.97
841.84,1198.98,100.85
892.86,1198.98,100.68
943.88,1198.98,100.48
994.9,1198.98,100.24
1045.92,1198.98,99.98
1096.94,1198.98,99.69
1147.96,1198.98,99.38
1198.98,1198.98,99.05
1250.0,1198.98,98.72
-1250.0,1250.0,96.08
-1198.98,1250.0,95.75
-1147.96,1250.0,95.43
-1096.94,1250.0,95.12
-1045.92,1250.0,94.83
-994.9,1250.0,94.56
-943.88,1250.0,94.32
-892.86,1250.0,94.12
-841.84,1250.0,93.96
-790.82,1250.0,93.83
-739.8,1250.0,93.76
-688.78,1250.0,93.73
-637.76,1250.0,93.74
-586.73,1250.0,93.81
-535.71,1250.0,93.93
-484.69,1250.0,94.09
-433.67,1250.0,94.3
-382.65,1250.0,94.55
-331.63,1250.0,94.84
-280.61,1250.0,95.16
-229.59,1250.0,95.52
-178.57,1250.0,95.91
-127.55,1250.0,96.31
-76.53,1250.0,96.73
-25.51,1250.0,97.16
25.51,1250.0,97.6
76.53,1250.0,98.03
127.55,1250.0,98.45
178.57,1250.0,98.85
229.59,1250.0,99.24
280.61,1250.0,99.6
331.63,1250.0,99.92
382.65,1250.0,100.22
433.67,1250.0,100.47
484.69,1250.0,100.67
535.71,1250.0,100.84
586.73,1250.0,100.95
637.76,1250.0,101.02
688.78,1250.0,101.04
739.8,1250.0,101.0
790.82,1250.0,100.93
841.84,1250.0,100.81
892.86,1250.0,100.64
943.88,1250.0,100.44
994.9,1250.0,100.2
1045.92,1250.0,99.94
1096.94,1250.0,99.64
1147.96,1250.0,99.33
1198.98,1250.0,99.01
1250.0,1250.0,98.68
